Date,Time,Reason For Call,Patrol Officer Name/Street,Street/Unit,Unit/Car,Race,Gender,Outcome,Severity
1/12/2020,1640,#NAME?,PATROL JOHN J MCCONNELL JR,COLD SPRING RD,38,W,F,3,0
1/12/2020,1206,#NAME?,PATROL BRAD SACCO,GREEN RIVER RD,34,U,M,3,0
1/12/2020,1842,#NAME?,PATROL JOHN J MCCONNELL JR,NORTH HOOSAC RD,38,U,M,3,0
1/12/2020,15,- MOTOR VEHICLE STOP CITATION - WARNING 2,PATROLMAN SCOTT SKORUPSKI,MAIN ST,32,W,M,3,0
1/11/2020,1808,#NAME?,PATROL JOHN J MCCONNELL JR,MAIN ST,38,W,F,3,0
1/11/2020,2111,~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL BRAD SACCO,HANCOCK RD,34,A,M,3,0
1/11/2020,1126,~ MOTOR VEHICLE STOP CRIMINAL COMPLAINT,PATROL BRAD SACCO,COLD SPRING RD,34,U,M,5,1
1/10/2020,219,#NAME?,PATROLMAN SCOTT SKORUPSKT,MAIN ST,32,B,M,3,0
1/10/2020,1913,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL KEVIN P GARNER !,HANCOCK RD |,34 |,W,M,3,0
1/9/2020,852,#NAME?,PATROL TANIA HERNANDEZ,[WIA 1832] NORTH HOOSAC RD,36,W,F,3,0
1/9/2020,1843,#NAME?,PATROL KEVIN P GARNER |,MAIN ST,34,W,F,3,0
1/9/2020,935,#NAME?,CHIEF KYLE J JOHNSON,HANCOCK RD,33,U,M,3,0
1/9/2020,759,#NAME?,PATROL BRAD SACCO,MAIN ST,34,U,M,3,0
1/9/2020,1956,#NAME?,MICHAEL STRIZ2ZI,NEW ASHFORD RD,34,U,M,3,0
1/9/2020,911,#NAME?,CHIEF KYLE J JOHNSON,MAIN ST,33,W,M,3,0
1/9/2020,1814,- MOTOR VEHICLE STOP CITATION ~- WARNING,NA,HANCOCK RD,34,W,M,3,0
1/9/2020,2338,#NAME?,PATROL KALVIN DZTEDZTAK,NORTH ST,34,W,M,3,0
1/9/2020,1837,#NAME?,PATROL KEVIN P GARNER |,MAIN ST,34,W,M,3,0
1/9/2020,1418,#NAME?,PATROL BRAD SACCO,NEW ASHFORD RD,34,W,F,3,0
1/9/2020,2325,#NAME?,PATROL KALVIN DZITEDZIAK,COLD SPRING RD,30,U,U,3,0
1/7/2020,24,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROLMAN SCOTT SKORUPSKT,NORTH ST,32 |,W,F,3,0
1/7/2020,1434,#NAME?,CHIEF KYLE J JOHNSON,HANCOCK RD,33,W,F,3,0
1/7/2020,1859,#NAME?,PATROL JOHN J MCCONNELL JR,WATER ST,38,W,F,3,0
1/7/2020,1812,#NAME?,PATROL KALVIN DZIEDZIAK,HANCOCK RD,34,W,M,3,0
1/6/2020,1225,#NAME?,PATROL BRAD SACCO,GREEN RIVER RD,34,U,F,3,0
1/6/2020,1515,#NAME?,NA,. PARK ST,34,W,F,5,1
1/6/2020,1232,#NAME?,CHIEF KYLE J JOHNSON,WATER ST,33,U,M,2,0
1/6/2020,1250,#NAME?,PATROL BRAD SACCO,COLD SPRING RD,34,U,M,5,1
1/6/2020,2041,#NAME?,PATROL JOHN J MCCONNELL JR,MAIN ST,38,W,M,3,0
1/6/2020,1000,#NAME?,PATROL KALVIN DZIEDZIAK,COLD SPRING RD,38,W,M,5,1
1/6/2020,1145,#NAME?,PATROL BRAD SACCO,HANCOCK RD,34,W,M,3,0
1/5/2020,1814,#NAME?,NA,NORTH HOOSAC RD,38,W,F,3,0
1/5/2020,1733,#NAME?,NA,SAND SPRINGS RD,38,W,M,3,0
1/4/2020,1320,#NAME?,PATROL BRAD SACCO,COLE AVE,30,U,F,5,1
1/4/2020,1517,#NAME?,PATROL KEVIN P GARNER,HANCOCK RD,34,W,F,3,0
1/4/2020,1533,#NAME?,NA,HANCOCK RD,34,W,F,3,0
1/4/2020,1534,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL BRAD SACCO,NEW ASHFORD RD,30,U,M,3,0
1/4/2020,51,~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL ANTHONY M DUPRAT,COLD SPRING RD,30,W,M,3,0
1/4/2020,1509,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL BRAD SACCO |,COLD SPRING RD,390,W,M,3,0
1/4/2020,1730,#NAME?,PATROL SHUAN N WILLIAM,BRIDGES RD,32,W,M,3,0
1/4/2020,1848,#NAME?,PATROL KEVIN P GARNER,NEW ASHFORD RD,34,W,M,3,0
1/4/2020,2253,#NAME?,PATROLMAN SCOTT SKORUPSKT,NA,32,U,U,3,0
1/3/2020,1052,#NAME?,PATROL BRAD SACCO,GREEN RIVER RD,34,A,F,3,0
1/3/2020,1216,#NAME?,PATROL BRAD SACCO,COLD SPRING RD,34,U,F,3,0
1/3/2020,1253,#NAME?,PATROL BRAD SACCO,TACONIC TRL,34,U,F,2,0
1/3/2020,802,#NAME?,PATROL TANITA HERNANDEZ,MAIN st,36,W,F,3,0
1/3/2020,2049,#NAME?,PATROL KEVIN FPF GARNER,HANCOCK RD,34,W,F,3,0
1/3/2020,2149,#NAME?,PATROL JOHN J MCCONNELL JR,COLE AVE,38,W,F,3,0
1/3/2020,950,#NAME?,PATROL BRAD SACCO :,HANCOCK RD,34,W,F,3,0
1/3/2020,1040,#NAME?,PATROL BRAD SACCO,NEW ASHFORD RD,34,W,F,3,0
1/3/2020,1407,#NAME?,PATROL BRAD SACCO .,COLD SPRING RD,34,W,F,3,0
1/3/2020,1438,#NAME?,PATROL BRAD SACCO,NEW ASHFORD RD,34,W,F,3,0
1/3/2020,2351,#NAME?,SERGEANT SCOTT E MCGOWAN,COLD SPRING RD,30,W,M,3,0
1/3/2020,749,- MOTOR VEHICLE STOP CITATION ~ WARNING,NA,MAIN ST,36,W,M,3,0
1/3/2020,813,#NAME?,CHIEF KYLE J JOHNSON,WATER ST,33,W,M,3,0
1/3/2020,950,#NAME?,PATROL TANIA HERNANDEZ ),MAIN ST,36,W,M,3,0
1/3/2020,1157,#NAME?,PATROL BRAD SACCO,NA,34,W,M,3,0
1/1/2020,36,#NAME?,PATROL ANTHONY M DUPRAT,MAIN ST,34,W,F,3,0
1/1/2020,1409,#NAME?,CHIEF KYLE J JOHNSON,NEW ASHFORD RD,33,W,F,3,0
1/1/2020,4922,#NAME?,PATROL SHUAN N WILLIAM,NEW ASHFORD RD,32,W,F,3,0
1/1/2020,1809,-~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL JOHN J MCCONNELL JR,COLE AVE,38,W,M,3,0
12/31/2019,690,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL KALVIN DZIEDZIAK,SCHOOL ST,31,W,M,3,0
12/27/2019,2213,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL KEVIN P GARNER,NA,34,W,M,3,0
12/26/2019,845,~ MOTOR VEHICLE sTOP CITATION - WARNING,PATROL DAVID JENNINGS D,MAIN ST,34,W,F,3,0
12/24/2019,1584,- MOTOR VEHICLE STOP CITATION ~- WARNING,DISPATCHER LAURIE TUPER,NORTH HOOSAC RD,36,B,F,3,0
12/24/2019,42,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL KEVIN P GARNER,COLD SPRING RD,34,W,M,3,0
12/23/2019,1935,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL ANTHONY M DUPRAT,MAIN ST,36,W,F,3,0
12/22/2019,36,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL KEVIN P GARNER,COLD SPRING RD,34,W,F,3,0
12/22/2019,2124,~- MOTOR VEHICLE STOP CITATION - WARNING,NA,COLD SPRING RD,36,B,M,3,0
12/22/2019,2029,- MOTOR VEHICLE STOP CITATION -~ WARNING,PATROL ANTHONY M DUPRAT,COLD SPRING RD,36,W,M,3,0
12/20/2019,6399,- MOTOR VEHICLE STOP CITATION ~ WARNING,CHIEF KYLE J JOHNSON,BRIDGES RD,33,W,F,3,0
12/19/2019,1630,~- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL JOHN J MCCONNELL JR,NORTH HOOSAC RD,38,W,M,3,0
12/18/2019,225,- MOTOR VEHICLE STOP CITATION ~ WARNING,SERGEANT PAUL D THOMPSON,(WIA 2407] GALE RD,36,W,F,3,0
12/15/2019,1618,- MOTOR VEHICLE STOP CITATION ~ WARNING,NA,NEW ASHFORD RD,32,W,M,3,0
12/8/2019,2121,~ MOTOR VEHICLE STOP CITATION - WARNING,NA,NORTH ST,32,W,M,3,0
12/7/2019,1387,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL JOHN J MCCONNELL JR,MAIN ST,38,W,F,3,0
12/7/2019,1653,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROLMAN SCOTT SKORUPSKI,MAIN ST,32,U,M,3,0
12/7/2019,1982,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL JOHN J MCCONNELL JR,MAIN ST,38,W,M,3,0
12/6/2019,2344,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROLMAN SCOTT SKORUPSKTI,MAIN ST,32,W,F,3,0
11/28/2019,2337,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL KALVIN DZIEDZIAK,SIMONDS RD,306,W,M,3,0
11/23/2019,6790,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL KEVIN P GARNER,COLD SPRING RD,34,W,M,3,0
11/22/2019,725,<U+FFFD> MOTOR VEHICLE STOP CITATION - WARNING,PATROL TANIA HERNANDEZ,NORTH ST,36,W,F,3,0
11/22/2019,2116,~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL DAVID JENNINGS D,BRIDGES RD,30,W,F,3,0
11/21/2019,2100,#NAME?,PATROL KEVIN P GARNER,HANCOCK RD,34,W,F,3,0
11/21/2019,1947,#NAME?,PATROL SHUAN N WILLIAM,MAIN ST,32,W,M,2,0
11/19/2019,37,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROLMAN SCOTT SKORUPSKI,WATER ST,32,W,M,3,0
11/16/2019,2009,~- MOTOR VEHICLE STOP CITATIGN - WARNING,PATROL SHUAN N WILLIAM,MAIN ST,32,W,F,3,0
11/16/2019,1942,- MOTOR VEHICLE STOP CITATION ~- WARNING,NA,MAIN ST,32,A,M,3,0
11/15/2019,827,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL TANIA HERNANDEZ,COLE AVE,36,W,F,3,0
11/13/2019,1418,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL ANTHONY M OUPRAT,COLD SPRING RD,30,W,F,3,0
11/13/2019,1901,~- MOTOR VEHICLE STOP CITATION - CIEVIL,PATROL ANTHONY M DUPRAT,NORTH HOOSAC RD,30,W,M,4,1
11/8/2019,1401,-~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL TANIA HERNANDEZ,MAIN ST,36,W,F,3,0
11/8/2019,2110,- MOTOR VEHICLE STOP CITATION ~ WARNING,NA,NEW ASHFORD RD,34,W,M,3,0
11/6/2019,836,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL TANIA HERNANDEZ,COLE AVE,36,B,F,3,0
11/6/2019,1859,~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL KALVIN DZIEDZIAK,NEW ASHFORD RD,34,W,F,3,0
11/6/2019,2024,-~ MOTOR VEHICLE STOP CITATION + CIVIL,DISPATCHER LAURIE TUPER,NORTH HOOSAC RD,34,U,M,4,1
11/5/2019,1146,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL KALVIN DZIEDZIAK,MAIN ST,34,U,M,3,0
11/5/2019,135,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROLMAN SCOTT SKORUPSKI,MAIN ST,32,W,M,3,0
11/4/2019,1414,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL TANITA HERNANDEZ,MAIN ST,36,W,F,3,0
11/3/2019,1051,~ MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL TANIA HERNANDEZ,NORTH HOOSAC RD,36,W,M,3,0
10/30/2019,1917,~- MOTOR VEHICLE STOP CITATION + WARNING,PATROL KALVIN DZIEDZIAK,NORTH HOOSAC RD,35,B,M,3,0
10/30/2019,2055,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL KALVIN DZIEDZIAK,NEW ASHFORD RD,35,W,M,3,0
10/25/2019,2124,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL JOHN J MCCONNELL JR,MAIN ST,38,W,M,3,0
10/23/2019,1032,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL ANTHONY M DUPRAT,HOPPER RD,35,U,F,3,0
10/21/2019,1831,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL SHUAN N WILLIAM,BRIDGES RD,32,W,M,3,0
10/15/2019,2216,- MOTOR VEHICLE STOP CITATIGN =~ WARNING,PATROL JOHN J MCCONNELL JR,SAND SPRINGS RD,38,W,F,3,0
10/13/2019,2337,~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL DAVID JENNINGS D,NORTH HOOSAC RD,35,W,M,3,0
10/13/2019,34,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL DAVID JENNINGS D,NEW ASHFORD RD,35,W,M,3,0
10/9/2019,752,- MOTOR VEHICLE STOP CITATION -~ WARNING,PATROL ANTHONY M DUPRAT,MAIN ST,34,W,M,3,0
10/8/2019,734,-~ MOTOR VEHICLE sTop CITATION - WARNING,SERGEANT SCOTT E MCGOWAN,MAIN ST,35,W,F,3,0
10/7/2019,1236,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL KALVIN DZIEDZTAK,COLD SPRING RD,34,U,F,3,0
10/6/2019,1049,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL BRAD SACCO,GREEN RIVER RD,35,U,F,3,0
9/29/2019,2148,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL TANIA HERNANDEZ,MAIN ST,36,W,M,3,0
9/28/2019,2153,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL JOHN J MCCONNELL JR,MAIN ST,38,U,M,3,0
9/28/2019,2210,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL JOHN J MCCONNELL JR,SOUTHWORTH ST,38,W,M,3,0
9/26/2019,1635,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL JOHN J MCCONNELL JR,NORTH HOOSAC RD,38,W,M,3,0
9/25/2019,545,- MOTOR VEHICLE STOP CITATION -~ WARNING,PATROL DAVID JENNINGS D,MAIN ST,35,W,F,3,0
9/21/2019,35,~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL DAVID JENNINGS D,MAIN ST,35 .,W,F,3,0
9/21/2019,111,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROLMAN SCOTT SKORUPSKI,COLE AVE,32,W,F,3,0
9/21/2019,1230,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL KEVIN P GARNER,HANCOCK RD,34,W,M,3,0
9/19/2019,744,~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL ANTHONY M DUPRAT,NORTH HOOSAC RD,34,W,M,3,0
9/15/2019,6228,- MOTOR VEHICLE STOP ARREST (3),PATROL DAVID JENNINGS D,MAIN ST,35,W,M,7,1
9/12/2019,2340,~ MOTOR VEHICLE STOP SERVICES RENDERED,PATROL KALVIN DZTEDZIAK,WATER ST,35,W,M,1,0
9/12/2019,937,~ MOTOR VEHICLE STOP CITATION - CIVIL,CHIEF KYLE J JOHNSON,HANCOCK RD,33,W,M,4,1
9/11/2019,1226,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL DAVID JENNINGS D,(WIA 152} COLD SPRING RD,36,W,F,3,0
9/11/2019,1723,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL BRAD SACCO,MAIN ST,35,W,F,3,0
9/11/2019,1123,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL KALVIN DZIEDZIAK,(WIA 61] MAIN ST,38,W,M,3,0
9/11/2019,2238,~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL ANTHONY M DUFPRAT,[WEA 240] COLE AVE,35,W,M,3,0
9/7/2019,1947,- MOTOR VEHICLE STOP CITATION -~ WARNING,PATROL KEVIN P GARNER,MAIN ST,34,A,F,3,0
9/7/2019,1119,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL BRAD SACCO,MAIN ST,35,W,F,3,0
9/7/2019,4707,-~- MOTOR VEHICLE STOP NO ACTION REQUIRED,PATROL JOHN J MCCONNELL JR,NORTH HOOSAC RD,38 <U+FFFD>,U,M,2,0
9/7/2019,938,~ MOTOR VEHICLE STOP CITATION - WARNING,LIEUTENANT MICHAEL J ZIEMBA Jr,MAIN ST,37K,W,M,3,0
9/5/2019,6095,- MOTOR VEHICLE sToP CITATION ~- WARNING,PATROL DAVID JENNINGS D,MAIN ST,35,W,M,3,0
9/3/2019,1746,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL JOHN J MCCONNELL JR,MAIN ST,38,W,F,3,0
9/3/2019,2142,~ MOTOR VEHICLE STOP CITATION - CIVIL,PATROL JOHN J MCCONNELL JR,MAIN ST,34,B,M,4,1
9/2/2019,1594,~ MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL JOHN J MCCONNELL JR,BRIDGES RD,34,W,F,3,0
9/2/2019,1508,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL BRAD SACCO,COLD SPRING RD,35,W,M,3,0
8/30/2019,1631,-~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL BRAD SACCO,THORNLIEBANK RD,35,U,M,3,0
8/26/2019,2059,~ MOTOR VEHICLE stop CITATION - WARNING,PATROL KALVIN DZIEDZIAK,NEW ASHFORD RD,34,W,F,3,0
8/26/2019,1060,- MOTOR VEHICLE STOP CITATION ~ WARNING,LIEUTENANT MICHAEL J ZIEMBA Jr,[WIA 1090] CHURCH ST,34,W,F,3,0
8/26/2019,1521,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL KALVIN DZIEDZIAK,SAND SPRINGS RD,34,W,M,3,0
8/24/2019,2211,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL JOHN J MCCONNELL JR,MAIN svt,31,W,F,3,0
8/19/2019,1429,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL BRAD SACCO,NA,NA,W,F,3,0
8/19/2019,294,-~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL KEVIN P GARNER,NEW ASHFORD RD,34,W,M,3,0
8/14/2019,1647,-~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL JOHN J MCCONNELL JR,SYNDICATE RD,38,B,M,3,0
8/13/2019,4029,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL BRAD SACCO,COLD SPRING RD,35,W,M,3,0
8/12/2019,949,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL BRAD SACCO,MAIN ST,37K,W,M,3,0
8/9/2019,2117,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROLMAN MICHAEL J ZIEMBA Jr,MAIN ST,37K,W,F,3,0
8/7/2019,529,- MOTOR VEHICLE STOP ARREST (S},NA,BRIDGES RD,35,W,M,7,1
8/3/2019,1712,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL BRAD SACCO,MAIN ST,35,U,M,3,0
7/31/2019,6104,-~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL KEVIN P GARNER,SAND SPRINGS RD,34,W,M,3,0
7/31/2019,305,~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL TANIA HERNANDEZ,COLE AVE,NA,W,M,3,0
7/30/2019,955,~ MOTOR VEHICLE STOP CITATION - WARNING,NA,MAIN ST,36,W,F,3,0
7/30/2019,1942,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL JOHN J MCCONNELL JR,NORTH HOOSAC RD,38,W,F,3,0
7/30/2019,216,~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL KEVIN P GARNER,COLD SPRING RD,34,U,M,3,0
7/29/2019,2150,- MOTOR VEHICLE STOP CITATION -~- WARNING,PATROL ANTHONY M DUPRAT,NORTH HOCOSAC RD,35,W,F,3,0
7/25/2019,1216,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL BRAD SACCO,COLD SPRING RD,35,W,M,3,0
7/22/2019,1148,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL BRAD SACCO,NEW ASHFORD RD,38,W,M,3,0
7/20/2019,28,~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL ANTHONY M DUPRAT,COLD SPRING RD,38,W,F,3,0
7/18/2019,1104,~ MOTOR VEHICLE STOP CRIMINAL COMPLAINT,PATROL TANIA HERNANDEZ,BERLIN RD,36,W,F,5,1
7/18/2019,6390,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL DAVID JENNINGS D,HANCOCK RD,35,W,M,3,0
7/17/2019,844,- MOTOR VEHICLE STOP CITATION ~ CIVIL,PATROL DAVID JENNINGS D,ADAMS RD,34,W,M,4,1
7/14/2019,104,- MOTOR VEHICLE STOP CITATION ~<U+FFFD> WARNING,NA,COLE AVE,32,W,M,3,0
7/13/2019,2025,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL JOHN J MCCONNELL JR,NORTH HOOSAC RD,38,W,F,3,0
7/12/2019,2154,~ MOTOR VEHICLE STOP CITATION - CIVIL,PATROL SHUAN N WILLIAM,NORTH HOOSAC RD,32,W,M,4,1
7/12/2019,806,~ MOTOR VEHICLE STOP CITATION - CIVIL,PATROL TANIA HERNANDEZ,MAIN st,36,W,M,4,1
7/11/2019,920,- MOTOR VEHICLE STOP CITATION ~ CIVIL,PATROL JOHN J MCCONNELL JR,WATER ST,38,B,F,4,1
7/11/2019,846,- MOTCR VEHICLE sTOP CITATION ~- WARNING,PATROL JOHN J MCCONNELL JR,SIMONDS RD,38,W,F,3,0
7/6/2019,40,~ MOTOR VEHICLE STOP CITATION - WARNING,NA,SAND SPRINGS RD,34,W,F,3,0
7/5/2019,824,~ MOTOR VEHICLE STOP CITATION - WARNING,NA,NA,35,W,M,3,0
7/5/2019,904,- MOTOR VEHICLE STOP CITATION -~ WARNING,PATROL TANIA HERNANDEZ,MAIN ST,36,W,M,3,0
7/5/2019,1340,~ MOTOR VEHICLE STOP CITATION - CIVIL,PATROL DAVID JENNINGS D,GREEN RIVER RD,35,W,M,4,1
7/4/2019,1642,- MOTOR VEHICLE sTOP CITATION ~ WARNING,PATROL BRAD SACCO,NEW ASHFORD RD,35,W,F,3,0
7/4/2019,1928,~- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL BRAD SACCO,COLD SPRING RD,35,W,F,3,0
7/3/2019,1633,~ MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL BRAD SACCO,HANCOCK RD,35,W,M,3,0
7/1/2019,2007,- MOTOR VEHICLE stop CITATION ~- WARNING,PATROL BRAD SACCO,COLD SPRING RD,35,U,U,3,0
6/27/2019,2140,~- MOTOR VEHICLE STOP CITATION - WARNING,MICHAEL STRIZZI,NORTH HOOSAC RD,38,W,F,3,0
6/27/2019,21,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL KEVIN P GARNER,COLD SPRING RD,34,W,M,3,0
6/3/2019,1153,- MOTOR VEHICLE STOP CITATION - WARNING |,CHIEF KYLE J JOHNSON |,GREEN RIVER RD !,33 |,W,F,3,0
6/3/2019,1855,~- MOTOR VEHICLE STOP CITATION - WARNING,SERGEANT DAVID R LEMIEUX,GREEN RIVER RD,31,W,F,3,0
6/2/2019,1,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL ANTHONY M DUPRAT,COLD SPRING RD,35,W,F,3,0
6/2/2019,1043,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL TANIA HERNANDEZ 2,MAIN ST |,36 |,W,F,3,0
6/2/2019,1102,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL BRAD SACCO,COLD SPRING RD,35,W,F,3,0
6/2/2019,953,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL BRAD SACCO,NEW ASHFORD RD |,35 |,W,M,3,0
6/1/2019,57,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL ANTHONY M DUPRAT,NORTH HOOSAC RD,35,W,M,3,0
6/1/2019,1046,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL BRAD SACCO,HANCOCK RD,35,W,M,3,0
6/1/2019,1126,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL BRAD SACCO,COLD SPRING RD,35,W,M,3,0
6/1/2019,1723,- MOTOR VEHICLE STOP CITATION ~ WARNING,NA,COLD SPRING RD,35,W,M,3,0
6/1/2019,1333,~ MOTOR VEHICLE STOP CITATION ~ CIVIL,PATROL SHUAN N WILGIAM,HANCOCK RD,32,W,M,4,1
5/31/2019,2056,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL JOHN J MCCONNELL GR,SIMONDS RD,38,W,M,3,0
5/30/2019,45,- MOTOR VEHICLE STOP CITATION - WARNING |,DISPATCHER LAURIE TUPER,COLE AVE,35,W,F,3,0
5/28/2019,344,~- MOTOR VEHICLE STOP CITATION - WARNING,PATROLMAN SCOTT SKORUPSKT,MAIN ST,32,W,M,3,0
5/28/2019,1836,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL BRAD SACCO,GREEN RIVER RD,35,W,M,3,0
5/27/2019,2101,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL BRAD SACCO,MAIN ST,35,W,M,3,0
5/27/2019,1927,- MOTOR VEHICLE STOP CITATION - WARNING |,NA,NEW ASHFORD RD |,NA,W,M,3,0
5/26/2019,1554,-~ MOTOR VEHICLE STOP CITATION - WARNING,NA,HANCOCK RD,35,W,F,3,0
5/25/2019,1935,~ MOTOR VEHICLE STOP CITATION - WARNING,PATROL BRAD SACCO,MAIN ST,35,W,F,3,0
5/25/2019,2129,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL SHUAN N WILLIAM,PARK ST,32,W,F,3,0
5/21/2019,2025,- MOTOR VEHICLE STOP CITATION ~- WARNING,PATROL KEVIN P GARNER,HANCOCK RD,34,W,F,3,0
5/20/2019,6030,-~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL KEVIN P GARNER,MAIN ST,NA,W,F,3,0
5/20/2019,125,- MOTOR VEHICLE STOP CITATION - WARNING .,PATROL ANTHONY M DUPRAT,MAIN ST,35,W,F,3,0
5/19/2019,2357,-~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL ANTHONY M DUPRAT,COLD SPRING RD,35,W,F,3,0
5/18/2019,30,-~- MOTOR VEHICLE STOP CITATION - WARNING,PATROL KEVIN P GARNER,NA,34,W,M,3,0
5/14/2019,949,~ MOTOR VEHICLE STOP CITATION - WARNING 2,PATROL BRAD SACCO,GREEN RIVER RD,35,W,F,3,0
5/14/2019,1332,- MOTOR VEHICLE STOP CITATION - WARNING |,PATROL BRAD SACCO |,NEW ASHFORD RD 2,35 |,W,M,3,0
5/13/2019,918,- MOTOR VEHICLE STOP CITATION -~ WARNING,PATROL BRAD SACCO,NEW ASHFORD RD,35,U,F,3,0
5/13/2019,1244,- MOTOR VEHICLE STOP CRIMINAL COMPLAINT |,NA,COLD SPRING RD,35 |,W,F,5,1
5/13/2019,1159,- MOTOR VEHICLE STOP CITATION ~ WARNING,PATROL BRAD SACCO,COLD SPRING RD,35,W,M,3,0
5/10/2019,1815,~ MOTOR VEHICLE STOP CITATION - WARNING :,PATROL BRAD SACCO,| GREEN RIVER RD :,NA,W,F,3,0
5/10/2019,1507,~ MOTOR VEHICLE STOP CITATION - WARNING,DISPATCBER WILLIAM C JENNINGS JR |,GREEN RIVER RD,35,W,M,3,0
